"X","Y"
-52.1788886,-32.1057199
-52.1875693,-32.0985472
-52.1823519,-32.1036986
-52.1820011,-32.1033774
-52.181628,-32.1030154
-52.1827237,-32.1040514
-52.1792933,-32.0960181
-52.1761154,-32.0924337
-52.1710684,-32.1042933
-52.1710684,-32.1042933
-52.1710684,-32.1042933
-52.1710684,-32.1042933
-52.1800751,-32.1011056
-52.1805458,-32.1026496
-52.1821434,-32.096601
-52.1821434,-32.096601
-52.182861,-32.0958893
-52.1825167,-32.0962427
-52.1831931,-32.0955435
-52.1886286,-32.0974701
-52.1851979,-32.0949709
-52.1847787,-32.0946691
-52.1843719,-32.0943808
-52.1839682,-32.0940891
-52.1774886,-32.0905721
-52.1882089,-32.0971724
-52.1877873,-32.096864
-52.1814953,-32.0922678
-52.1810782,-32.0919678
-52.1769547,-32.0906852
-52.1758993,-32.0909124
-52.1764372,-32.0907948
-52.1758993,-32.0909124
-52.1793831,-32.0969441
-52.1793831,-32.0969441
-52.1868248,-32.0999741
-52.1851753,-32.0987824
-52.1868248,-32.0999741
-52.1806651,-32.0916758
-52.1799664,-32.0923576
-52.1803149,-32.0920253
-52.1808328,-32.0915089
-52.1799959,-32.1026836
-52.1805458,-32.1026496
-52.1811291,-32.1026234
-52.1688544,-32.0957818
-52.1688544,-32.0957818
-52.1725401,-32.0953774
-52.1688544,-32.0957818
-52.1704006,-32.0958819
-52.1725401,-32.0953774
-52.1711747,-32.1040545
-52.1727809,-32.1040629
-52.1709966,-32.1040523
-52.1727809,-32.1040629
-52.1853694,-32.103781
-52.1853694,-32.103781
-52.1849408,-32.1034723
-52.1845271,-32.1031734
-52.1853694,-32.103781
-52.1841319,-32.1028734
-52.1840005,-32.1027734
-52.182367,-32.101576
-52.1855293,-32.1038958
-52.1811291,-32.1026234
-52.1811291,-32.1026234
-52.1811291,-32.1026234
-52.1811291,-32.1026234
-52.1803433,-32.1000889
-52.1787836,-32.1004354
-52.1674575,-32.1003835
-52.1674575,-32.1003835
-52.1804051,-32.0997649
-52.1791603,-32.0955931
-52.1776473,-32.090532
-52.1792933,-32.0960181
-52.1790236,-32.0951047
-52.1788889,-32.0946412
-52.1779173,-32.0914061
-52.1777866,-32.090968
-52.1776839,-32.0901158
-52.1892313,-32.0999157
-52.1810056,-32.1022136
-52.1814819,-32.101743
-52.1857468,-32.0953751
-52.1817608,-32.099322
-52.1850707,-32.1017203
-52.182996,-32.1002286
-52.1825896,-32.099931
-52.1846522,-32.1014147
-52.1842392,-32.1011148
-52.1838234,-32.1008194
-52.1834117,-32.1005251
-52.1850707,-32.1017203
-52.1796923,-32.097359
-52.1796923,-32.097359
-52.1761154,-32.0924337
-52.1794311,-32.0964704
-52.1802776,-32.0962911
-52.1874806,-32.1016657
-52.1862455,-32.1007762
-52.1874806,-32.1016657
-52.1823395,-32.0985331
-52.183032,-32.097846
-52.1833968,-32.0974725
-52.1837403,-32.0971418
-52.1840953,-32.0968021
-52.1788694,-32.1007921
-52.1805364,-32.0971621
-52.1806096,-32.0953103
-52.1809991,-32.0956171
-52.1807334,-32.0937197
-52.1803084,-32.093411
-52.1794655,-32.0928107
-52.1811417,-32.0940226
-52.1738818,-32.1985144
-52.1748877,-32.1978936
-52.1733373,-32.1990864
-52.1520196,-32.1731006
-52.15272,-32.1727383
-52.1527699,-32.1726939
-52.1531614,-32.1720305
-52.1531202,-32.1714373
-52.1513078,-32.1731257
-52.1506917,-32.1728854
-52.1528359,-32.170962
-52.1528359,-32.170962
-52.175604,-32.2017808
-52.1751302,-32.2021948
-52.175604,-32.2017808
-52.1576803,-32.1136115
-52.1576803,-32.1136115
-52.1578919,-32.1131926
-52.1578919,-32.1131926
-52.417501,-31.8014838
-52.417501,-31.8014838
-52.417501,-31.8014838
-52.4173862,-31.8015385
-52.4175939,-31.8025271
-52.417891,-31.8012487
-52.417891,-31.8012487
-52.417891,-31.8012487
-52.417891,-31.8012487
-52.417973,-31.8013457
-52.417973,-31.8013457
-52.417973,-31.8013457
-52.4179553,-31.8012865
-52.4179553,-31.8012865
-52.4179553,-31.8012865
-52.417973,-31.8013457
-52.4148702,-31.802448
-52.4131654,-31.8021791
-52.4129278,-31.8021831
-52.1772409,-32.0902213
-52.1776839,-32.0901158
-52.1828907,-32.088942
-52.1872022,-32.0880456
-52.1938351,-32.0865508
-52.2208398,-32.0886913
-52.2208398,-32.0886913
-52.2421132,-32.0837483
-52.2203775,-32.0884846
-52.2216562,-32.088357
-52.2216562,-32.088357
-52.2548348,-32.07953
-52.0633777,-31.8169034
-52.1117673,-32.1108887
-52.1125423,-32.1110918
-52.1119216,-32.1105794
-52.1117673,-32.1108887
-52.1118385,-32.1108901
-52.1118385,-32.1108901
-52.1118385,-32.1108901
-52.1118385,-32.1108901
-52.111551,-32.1308835
-52.1117995,-32.1310151
-52.1113977,-32.1308021
-52.1113977,-32.1308021
-52.1113977,-32.1308021
-52.1113977,-32.1308021
-52.1116308,-32.1306526
-52.1117091,-32.1309743
-52.1117091,-32.1309743
-52.1116308,-32.1306526
-52.1116308,-32.1306526
-52.1116308,-32.1306526
-52.1116308,-32.1306526
-52.1117069,-32.1301718
-52.1113099,-32.1301605
-52.1611564,-32.0951558
-52.1621654,-32.0929625
-52.1614033,-32.0916846
-52.1631191,-32.0931158
-52.1616765,-32.0946537
-52.161672,-32.0952851
-52.1585268,-32.0889592
-52.1609536,-32.0953069
-52.1617851,-32.0914613
-52.1617851,-32.0914613
-52.1620212,-32.0919408
-52.1616322,-32.0947025
-52.1619399,-32.0960457
-52.1615464,-32.0955569
-52.1613716,-32.0953439
-52.1613142,-32.0946355
-52.1611542,-32.0949405
-52.1613968,-32.0907659
-52.1612219,-32.0950671
-52.1616322,-32.0947025
-52.1616322,-32.0947025
-52.1616322,-32.0947025
-52.1614413,-32.0948435
-52.1611564,-32.0951558
-52.1611564,-32.0951558
-52.1611564,-32.0951558
-52.1611924,-32.0952933
-52.1616765,-32.0946537
-52.1616765,-32.0946537
-52.1616765,-32.0946537
-52.1616765,-32.0946537
-52.1612219,-32.0950671
-52.1612219,-32.0950671
-52.1611542,-32.0949405
-52.1612219,-32.0950671
-52.1612219,-32.0950671
-52.1612219,-32.0950671
-52.1612219,-32.0950671
-52.1611542,-32.0949405
-52.1611542,-32.0949405
-52.1612219,-32.0950671
-52.1608876,-32.0923875
-52.1608876,-32.0923875
-52.161672,-32.0952851
-52.1613716,-32.0953439
-52.1613716,-32.0953439
-52.1613716,-32.0953439
-52.1613716,-32.0953439
-52.1613716,-32.0953439
-52.1613716,-32.0953439
-52.1613716,-32.0953439
-52.1605455,-32.0889289
-52.1599807,-32.0891281
-52.1617561,-32.0928497
-52.1615464,-32.0955569
-52.1615464,-32.0955569
-52.1615464,-32.0955569
-52.1615464,-32.0955569
-52.1615464,-32.0955569
-52.1615464,-32.0955569
-52.1615464,-32.0955569
-52.1621654,-32.0929625
-52.1617561,-32.0928497
-52.1609184,-32.0925341
-52.1624476,-32.0929926
-52.1619399,-32.0960457
-52.1614413,-32.0948435
-52.1611924,-32.0952933
-52.1611924,-32.0952933
-52.1611924,-32.0952933
-52.1611924,-32.0952933
-52.1611924,-32.0952933
-52.1611924,-32.0952933
-52.1611924,-32.0952933
-52.6183167,-32.1257824
-52.6221214,-32.1178521
-52.6221214,-32.1178521
-52.2625652,-32.0754835
-52.1644669,-32.1013344
-52.1634279,-32.0991448
-52.1660541,-32.1036632
-52.1660541,-32.1036632
-52.1660541,-32.1036632
-52.1660541,-32.1036632
-52.1662523,-32.1043218
-52.1660337,-32.1038958
-52.1660337,-32.1038958
-52.1660337,-32.1038958
-52.1660337,-32.1038958
-52.1658379,-32.103438
-52.0748039,-32.0308278
-52.1059035,-32.0295072
-52.1095277,-32.0294698
-52.0715546,-32.0337764
-52.0715546,-32.0337764
-52.3416336,-31.7814786
-52.3395093,-31.7835557
-52.3448442,-31.7815812
-52.3434699,-31.7809702
-52.3486982,-31.7806048
-52.3492628,-31.7823942
-52.3492628,-31.7823942
-52.3492628,-31.7823942
-52.3457817,-31.7820381
-52.3473703,-31.7816794
-52.3477462,-31.7822523
-52.3265299,-31.7805731
-52.3465624,-31.7843269
-52.3457817,-31.7820381
-52.3455845,-31.7814512
-52.3455845,-31.7814512
-52.1112067,-32.1100458
-52.1112329,-32.111641
-52.1112329,-32.111641
-52.1112329,-32.111641
-52.1112329,-32.111641
-52.1112329,-32.111641
-52.0856301,-32.0451149
-52.0755787,-32.0451832
-52.5418407,-32.3346014
-52.2601685,-32.0759383
-52.2637998,-32.0709455
-52.2604623,-32.076106
-52.2604623,-32.076106
-52.2604623,-32.076106
-52.2604623,-32.076106
-52.2632922,-32.0726335
-52.2632922,-32.0726335
-52.59398,-32.1206973
-52.1627507,-32.1037182
-52.1627507,-32.1037182
-52.1627507,-32.1037182
-52.1627507,-32.1037182
-52.1649444,-32.0992606
-52.1656353,-32.0978954
-52.1656353,-32.0978954
-52.1656353,-32.0978954
-52.1656353,-32.0978954
-52.1659676,-32.0972089
-52.1676919,-32.0939119
-52.1659676,-32.0972089
-52.1114647,-32.1310621
-52.111551,-32.1308835
-52.111551,-32.1308835
-52.111551,-32.1308835
-52.111551,-32.1308835
-52.111551,-32.1308835
-52.111551,-32.1308835
-52.111551,-32.1308835
-52.1640536,-32.1004708
-52.1641082,-32.1005736
-52.1640536,-32.1004708
-52.1640536,-32.1004708
-52.1640536,-32.1004708
-52.10327,-32.0401749
-52.1644669,-32.1013344
-52.1644669,-32.1013344
-52.1643248,-32.101011
-52.1643248,-32.101011
-52.1644669,-32.1013344
-52.1643248,-32.101011
-52.1643248,-32.101011
-52.1634279,-32.0991448
-52.1634279,-32.0991448
-52.1634279,-32.0991448
-52.1630056,-32.098266
-52.1630056,-32.098266
-52.1630056,-32.098266
-52.1630056,-32.098266
-52.1653224,-32.1030658
-52.1653224,-32.1030658
-52.1658379,-32.103438
-52.1658379,-32.103438
-52.1658379,-32.103438
-52.1658379,-32.103438
-52.1658379,-32.103438
-52.1658379,-32.103438
-52.1653224,-32.1030658
-52.1653224,-32.1030658
-52.1653224,-32.1030658
-52.1653224,-32.1030658
-52.1653224,-32.1030658
-52.1250978,-32.0527567
-52.1151441,-32.048396
-52.1163451,-32.0480429
-52.1159487,-32.0487738
-52.1163451,-32.0480429
-52.116916,-32.0483718
-52.1165406,-32.0490738
-52.1171249,-32.0481608
-52.1197753,-32.0505704
-52.1200679,-32.0501019
-52.1187725,-32.0501115
-52.1184236,-32.0506961
-52.1177102,-32.0495955
-52.1180675,-32.0490134
-52.1182416,-32.0487583
-52.1183572,-32.0508448
-52.1193462,-32.0512418
-52.1080213,-32.050668
-52.1289338,-32.0550645
-52.1291503,-32.0546962
-52.1108541,-32.0465924
-52.1113783,-32.045933
-52.1117257,-32.0454965
-52.1117257,-32.0454965
-52.1117257,-32.0454965
-52.1117257,-32.0454965
-52.1123099,-32.0442478
-52.1150768,-32.0451899
-52.1150768,-32.0451899
-52.1150768,-32.0451899
-52.1150768,-32.0451899
-52.114825,-32.0450831
-52.114825,-32.0450831
-52.114825,-32.0450831
-52.1147065,-32.0452715
-52.10327,-32.0401749
-52.102499,-32.0414747
-52.1030246,-32.0410543
-52.1024875,-32.0420049
-52.1021441,-32.0425568
-52.104621,-32.0407311
-52.1057641,-32.0412343
-52.1057641,-32.0412343
-52.1057641,-32.0412343
-52.1057641,-32.0412343
-52.1069121,-32.0417113
-52.1031583,-32.0403773
-52.10327,-32.0401749
-52.1099406,-32.0316681
-52.1099406,-32.0316681
-52.1077779,-32.0309448
-52.105706,-32.030661
-52.108604,-32.0311028
-52.1031564,-32.0271097
-52.102377,-32.0283733
-52.0905751,-32.0414212
-52.0913183,-32.0416224
-52.0919207,-32.0418225
-52.0898549,-32.0411858
-52.0885776,-32.0408292
-52.0923631,-32.0419893
-52.0925442,-32.0452657
-52.0923917,-32.0433102
-52.0923085,-32.0421089
-52.0923631,-32.0419893
-52.0893004,-32.0425677
-52.0893004,-32.0425677
-52.0902508,-32.0423831
-52.0911152,-32.0422188
-52.0893004,-32.0425677
-52.0957538,-32.0413547
-52.0883367,-32.0427689
-52.0959623,-32.0380465
-52.0956391,-32.036659
-52.0952034,-32.0348338
-52.0963097,-32.0395269
-52.0979485,-32.0321273
-52.0952373,-32.0325771
-52.095735,-32.0347346
-52.0953734,-32.0332731
-52.0956042,-32.032507
-52.0956042,-32.032507
-52.0976735,-32.0309563
-52.0975706,-32.0300569
-52.0977781,-32.0314975
-52.0977781,-32.0314975
-52.0977781,-32.0314975
-52.0977781,-32.0314975
-52.0996522,-32.0315397
-52.0975706,-32.0300569
-52.0958894,-32.030186
-52.0951391,-32.0296642
-52.0956714,-32.0302069
-52.0892783,-32.0344537
-52.0895798,-32.0317852
-52.0882731,-32.0316788
-52.0973403,-32.0322132
-52.0973403,-32.0322132
-52.09754,-32.0296496
-52.0967462,-32.0296825
-52.0967462,-32.0296825
-52.0971143,-32.0297585
-52.0971259,-32.0300742
-52.0930647,-32.031944
-52.0895178,-32.0323344
-52.0895178,-32.0323344
-52.1016752,-32.0319025
-52.1013505,-32.0337073
-52.1014926,-32.0328862
-52.1016293,-32.0321252
-52.1016752,-32.0319025
-52.1016752,-32.0319025
-52.1016752,-32.0319025
-52.1016752,-32.0319025
-52.1040163,-32.0389223
-52.1033052,-32.0386266
-52.1022682,-32.0381809
-52.1019201,-32.0388087
-52.1022682,-32.0381809
-52.1022682,-32.0381809
-52.1022682,-32.0381809
-52.1022682,-32.0381809
-52.1022682,-32.0381809
-52.1022682,-32.0381809
-52.1016161,-32.0392843
-52.119728,-32.0401041
-52.1192557,-32.0409091
-52.1184862,-32.0446349
-52.1184862,-32.0446349
-52.1189516,-32.0438451
-52.1189516,-32.0438451
-52.1184862,-32.0446349
-52.1189516,-32.0438451
-52.1184862,-32.0446349
-52.1755353,-32.1871219
-52.173089,-32.1851362
-52.1707461,-32.1833181
-52.1614517,-32.1840209
-52.160973,-32.1844548
-52.1619201,-32.18358
-52.1622529,-32.1832708
-52.1627484,-32.1828174
-52.163266,-32.1824385
-52.163704,-32.1819726
-52.1641842,-32.1815435
-52.1646668,-32.1810984
-52.1651328,-32.1806659
-52.1656115,-32.1802488
-52.1657064,-32.1801555
-52.1662053,-32.1796861
-52.1661165,-32.1763859
-52.1652092,-32.1757053
-52.1643169,-32.1749498
-52.1629794,-32.1738866
-52.1661165,-32.1763859
-52.1666046,-32.1759496
-52.1666046,-32.1759496
-52.1671096,-32.1755424
-52.1666046,-32.1759496
-52.1666046,-32.1759496
-52.1666046,-32.1759496
-52.1666046,-32.1759496
-52.1671096,-32.1755424
-52.1671096,-32.1755424
-52.1666046,-32.1759496
-52.1666046,-32.1759496
-52.1674894,-32.1767014
-52.1703938,-32.178958
-52.1713474,-32.1796869
-52.1717289,-32.1801077
-52.1717289,-32.1801077
-52.1717289,-32.1801077
-52.1694601,-32.1782468
-52.1698933,-32.1892071
-52.171441,-32.1878073
-52.1704158,-32.1887198
-52.1709986,-32.1881903
-52.1715891,-32.1877073
-52.1716552,-32.18764
-52.1721797,-32.187157
-52.1732743,-32.186146
-52.1743236,-32.1851833
-52.174911,-32.1846486
-52.171441,-32.1878073
-52.1727212,-32.1866499
-52.171441,-32.1878073
-52.1717857,-32.1875137
-52.1737685,-32.1856924
-52.1717398,-32.1875539
-52.1693368,-32.1897257
-52.175511,-32.1840977
-52.1760671,-32.1835903
-52.1676685,-32.1912579
-52.1701199,-32.1931844
-52.1692651,-32.192504
-52.1685464,-32.1919267
-52.1676685,-32.1912579
-52.1654442,-32.1894791
-52.164623,-32.1888257
-52.1676685,-32.1912579
-52.1637379,-32.1881367
-52.164623,-32.1888257
-52.1664074,-32.1902407
-52.164623,-32.1888257
-52.1676685,-32.1912579
-52.1708201,-32.1938239
-52.1576212,-32.1874635
-52.159051,-32.1861934
-52.1603068,-32.18503
-52.1619908,-32.1865979
-52.1628532,-32.1873377
-52.1585595,-32.1882162
-52.1590172,-32.1877486
-52.1599592,-32.1869403
-52.1605772,-32.1863505
-52.1580652,-32.188632
-52.1594536,-32.1873654
-52.161155,-32.1858579
-52.161155,-32.1858579
-52.161155,-32.1858579
-52.161155,-32.1858579
-52.1547247,-32.1806703
-52.1556118,-32.1813435
-52.1530617,-32.1794244
-52.1547247,-32.1806703
-52.1547247,-32.1806703
-52.1565442,-32.1820424
-52.155146,-32.1809832
-52.1530617,-32.1794244
-52.1522749,-32.1788289
-52.1530617,-32.1794244
-52.1592634,-32.1841664
-52.1619291,-32.1771208
-52.1610479,-32.176417
-52.1606061,-32.1760525
-52.1628453,-32.1778644
-52.1606061,-32.1760525
-52.1606061,-32.1760525
-52.1606061,-32.1760525
-52.146395,-32.1789383
-52.14692,-32.1784648
-52.1474574,-32.1779819
-52.1479689,-32.1775138
-52.1480449,-32.1774462
-52.1485579,-32.1769563
-52.1486312,-32.1768877
-52.1491892,-32.1764099
-52.1529442,-32.1767066
-52.1574278,-32.1725975
-52.1574278,-32.1725975
-52.1612393,-32.1695098
-52.1612393,-32.1695098
-52.1574278,-32.1725975
-52.1596581,-32.1705597
-52.1602265,-32.1700797
-52.1596581,-32.1705597
-52.1596581,-32.1705597
-52.1612393,-32.1695098
-52.1612393,-32.1695098
-52.1117995,-32.1310151
-52.1117995,-32.1310151
-52.1117995,-32.1310151
-52.1396362,-32.1474602
-52.1660239,-32.1733499
-52.1670661,-32.1742061
-52.1653515,-32.1728069
-52.164749,-32.1723285
-52.1678226,-32.1750042
-52.1677597,-32.1748129
-52.1677597,-32.1748129
-52.1678226,-32.1750042
-52.1677597,-32.1748129
-52.1677597,-32.1748129
-52.1686347,-32.1756407
-52.1692041,-32.1769685
-52.1692041,-32.1769685
-52.1692041,-32.1769685
-52.1692041,-32.1769685
-52.1631191,-32.0931158
-52.118213,-32.0414994
-52.1172685,-32.0431121
-52.1151227,-32.042199
-52.1139918,-32.0417113
-52.1128465,-32.0412209
-52.1162408,-32.0426674
-52.1191592,-32.0398627
-52.1196049,-32.0390688
-52.1196049,-32.0390688
-52.1196049,-32.0390688
-52.1186972,-32.0406742
-52.122703,-32.042385
-52.1243425,-32.0430823
-52.1215041,-32.0418717
-52.122061,-32.0421195
-52.1209204,-32.0416218
-52.1192557,-32.0409091
-52.1204023,-32.0414
-52.1197855,-32.0411461
-52.1243425,-32.0430823
-52.1243425,-32.0430823
-52.1231734,-32.042585
-52.1192557,-32.0409091
-52.1192557,-32.0409091
-52.1186972,-32.0406742
-52.1101291,-32.0337353
-52.1136193,-32.0350555
-52.1124662,-32.0370394
-52.1129465,-32.0362414
-52.1136193,-32.0350555
-52.1191714,-32.0369299
-52.1188211,-32.0367984
-52.1137125,-32.034885
-52.12042,-32.0474767
-52.1198702,-32.0472437
-52.1209364,-32.0477007
-52.1175434,-32.04624
-52.1186806,-32.0467299
-52.1192586,-32.0469936
-52.1181308,-32.0465003
-52.1169734,-32.0460103
-52.1159195,-32.0455654
-52.1167883,-32.0439107
-52.115991,-32.0452584
-52.1147065,-32.0452715
-52.1123099,-32.0442478
-52.1136035,-32.044801
-52.1124772,-32.0443218
-52.1113407,-32.0438354
-52.115664,-32.0456208
-52.1194332,-32.051108
-52.1184236,-32.0506961
-52.1138829,-32.0489641
-52.0985867,-32.0411541
-52.1021077,-32.0354712
-52.1001128,-32.0339285
-52.0999094,-32.0331667
-52.0997349,-32.0324857
-52.1005311,-32.0357728
-52.0988607,-32.0360821
-52.0988607,-32.0360821
-52.1003141,-32.0347833
-52.0986188,-32.0349655
-52.0986188,-32.0349655
-52.098077,-32.0327747
-52.0967967,-32.0330211
-52.0975544,-32.036397
-52.0934989,-32.0336288
-52.094829,-32.0333822
-52.094829,-32.0333822
-52.094829,-32.0333822
-52.0934989,-32.0336288
-52.0926277,-32.030126
-52.0928312,-32.0310822
-52.0928312,-32.0310822
-52.0928312,-32.0310822
-52.0928312,-32.0310822
-52.0928312,-32.0310822
-52.0928312,-32.0310822
-52.0928312,-32.0310822
-52.0920015,-32.0312331
-52.0928312,-32.0310822
-52.1103767,-32.0382111
-52.1108775,-32.0373539
-52.1186972,-32.0406742
-52.1186972,-32.0406742
-52.1178925,-32.0403471
-52.117662,-32.0402481
-52.1186972,-32.0406742
-52.1186972,-32.0406742
-52.1186972,-32.0406742
-52.1165463,-32.0397708
-52.115397,-32.039285
-52.1142781,-32.0388039
-52.1186972,-32.0406742
-52.113136,-32.0383114
-52.1119997,-32.0378268
-52.1108775,-32.0373539
-52.1089742,-32.0405939
-52.1094628,-32.0397738
-52.1071672,-32.0388017
-52.1094628,-32.0397738
-52.104621,-32.0407311
-52.104621,-32.0407311
-52.104621,-32.0407311
-52.1060453,-32.0383241
-52.1060453,-32.0383241
-52.1107873,-32.0423668
-52.1102931,-32.0431572
-52.1112427,-32.0415622
-52.1117012,-32.0407273
-52.1117012,-32.0407273
-52.1117012,-32.0407273
-52.110584,-32.0402539
-52.1094628,-32.0397738
-52.1117012,-32.0407273
-52.1117012,-32.0407273
-52.1117012,-32.0407273
-52.1094628,-32.0397738
-52.1094628,-32.0397738
-52.1094628,-32.0397738
-52.1094628,-32.0397738
-52.1094628,-32.0397738
-52.1117012,-32.0407273
-52.1117012,-32.0407273
-52.0957545,-32.0416717
-52.0948613,-32.0418208
-52.0948613,-32.0418208
-52.0947788,-32.0415533
-52.0947788,-32.0415533
-52.0947788,-32.0415533
-52.094914,-32.0411574
-52.0951369,-32.0406334
-52.0923631,-32.0419893
-52.0923631,-32.0419893
-52.0923631,-32.0419893
-52.0923631,-32.0419893
-52.0923631,-32.0419893
-52.0923631,-32.0419893
-52.0937064,-32.0406224
-52.0936097,-32.0407317
-52.0940308,-32.040288
-52.0940308,-32.040288
-52.0940308,-32.040288
-52.0940308,-32.040288
-52.0958777,-32.0408958
-52.1672199,-32.1754469
-52.1672199,-32.1754469
-52.1672199,-32.1754469
-52.1672199,-32.1754469
-52.1680549,-32.1761426
-52.1752484,-32.1958055
-52.1745551,-32.1951836
-52.1731228,-32.1940067
-52.1722692,-32.1935018
-52.173855,-32.1945764
-52.1706677,-32.1926835
-52.1698143,-32.192024
-52.1690823,-32.1914321
-52.1659487,-32.1890059
-52.1654416,-32.1886548
-52.1641581,-32.1877142
-52.1669084,-32.1897634
-52.1650804,-32.1883893
-52.1696768,-32.1919166
-52.1682204,-32.1907562
-52.1636964,-32.1873739
-52.1623196,-32.1863049
-52.1614477,-32.1856056
-52.1605146,-32.1848802
-52.1606064,-32.1832948
-52.1606064,-32.1832948
-52.1601276,-32.1837242
-52.1606064,-32.1832948
-52.1610981,-32.1828554
-52.1613927,-32.1825813
-52.1618872,-32.1821381
-52.1623822,-32.1816851
-52.1628291,-32.1812525
-52.1623822,-32.1816851
-52.1623822,-32.1816851
-52.1632942,-32.1808315
-52.1637665,-32.1804119
-52.1642623,-32.1799639
-52.1662331,-32.1781306
-52.165293,-32.1790298
-52.165293,-32.1790298
-52.165293,-32.1790298
-52.1637665,-32.1804119
-52.1637665,-32.1804119
-52.1665901,-32.1778092
-52.1603754,-32.1831131
-52.1598889,-32.1835764
-52.1603754,-32.1831131
-52.1608566,-32.182685
-52.162126,-32.1815327
-52.162126,-32.1815327
-52.1603754,-32.1831131
-52.162126,-32.1815327
-52.162584,-32.1811053
-52.1630747,-32.1806628
-52.1616563,-32.1819947
-52.1611659,-32.1824238
-52.163556,-32.1802255
-52.163556,-32.1802255
-52.163556,-32.1802255
-52.1640448,-32.1797905
-52.159421,-32.1840252
-52.159421,-32.1840252
-52.1596039,-32.1841961
-52.1594524,-32.1843393
-52.1592634,-32.1841664
-52.1592634,-32.1841664
-52.1592634,-32.1841664
-52.1592634,-32.1841664
-52.1592634,-32.1841664
-52.1592634,-32.1841664
-52.1592634,-32.1841664
-52.1482711,-32.1420322
-52.1558123,-32.1371732
-52.1558123,-32.1371732
-52.1790079,-32.1221987
-52.1948006,-32.1254011
-52.1828891,-32.1306669
-52.1847342,-32.1317603
-52.1944832,-32.1346373
-52.1905977,-32.1410823
-52.1918429,-32.1433933
-52.1934358,-32.1425568
-52.1934358,-32.1425568
-52.1929016,-32.1417256
-52.194844,-32.1407624
-52.1959395,-32.1424321
-52.1929252,-32.1439907
-52.1929252,-32.1439907
-52.1935831,-32.1449546
-52.1935831,-32.1449546
-52.086143,-32.0441472
-52.0876061,-32.0372439
-52.0848843,-32.0484439
-52.0851344,-32.0468014
-52.085346,-32.045003
-52.0853378,-32.0453102
-52.085346,-32.045003
-52.0983394,-32.0460726
-52.0983394,-32.0460726
-52.0983394,-32.0460726
-52.0984107,-32.0464164
-52.1011453,-32.0438159
-52.1091841,-32.0426836
-52.1091841,-32.0426836
-52.1091841,-32.0426836
-52.1091841,-32.0426836
-52.1083414,-32.0423187
-52.1082241,-32.0425116
-52.1079338,-32.0425898
-52.1082241,-32.0425116
-52.1066648,-32.0442899
-52.1066648,-32.0442899
-52.1080492,-32.0426703
-52.1076379,-32.04315
-52.1076379,-32.04315
-52.1074991,-32.0430729
-52.1076379,-32.04315
-52.1076379,-32.04315
-52.108026,-32.0421837
-52.108026,-32.0421837
-52.108026,-32.0421837
-52.1082241,-32.0425116
-52.1062903,-32.0444725
-52.1059874,-32.0446481
-52.1062323,-32.0448809
-52.1062323,-32.0448809
-52.1062323,-32.0448809
-52.1062323,-32.0448809
-52.1062998,-32.0450161
-52.1052145,-32.0440335
-52.1019089,-32.0410516
-52.0988511,-32.0463599
-52.0984107,-32.0464164
-52.0984107,-32.0464164
-52.0990978,-32.0459296
-52.0984107,-32.0464164
-52.0994953,-32.0451959
-52.0994953,-32.0451959
-52.0994953,-32.0451959
-52.0994953,-32.0451959
-52.0994953,-32.0451959
-52.0999343,-32.0444396
-52.0999343,-32.0444396
-52.1003712,-32.0436965
-52.0999343,-32.0444396
-52.0994953,-32.0451959
-52.1005613,-32.043356
-52.1018203,-32.0411762
-52.1017717,-32.0405227
-52.1016179,-32.0407585
-52.1018022,-32.0409579
-52.1010917,-32.0406848
-52.1021441,-32.0425568
-52.1023082,-32.0422931
-52.1026484,-32.0417199
-52.1024573,-32.0415412
-52.1122232,-32.0482327
-52.1112541,-32.0477332
-52.1103127,-32.0472661
-52.1094792,-32.0468291
-52.1068354,-32.0325583
-52.1055119,-32.0323778
-52.1041892,-32.0322099
-52.1053792,-32.0323632
-52.1074028,-32.03264
-52.1003388,-32.0348893
-52.1011894,-32.0347278
-52.0986656,-32.0351785
-52.0986656,-32.0351785
-52.1124755,-32.0346094
-52.1125696,-32.0344573
-52.1044983,-32.0409184
-52.103394,-32.0404595
-52.1149742,-32.0453851
-52.1149742,-32.0453851
-52.1141437,-32.0468572
-52.1149742,-32.0453851
-52.1149742,-32.0453851
-52.1650765,-32.1788421
-52.163707,-32.1785624
-52.164187,-32.1781298
-52.164187,-32.1781298
-52.164187,-32.1781298
-52.1661165,-32.1763859
-52.1661165,-32.1763859
-52.1661165,-32.1763859
-52.1656278,-32.1768173
-52.1661165,-32.1763859
-52.1661165,-32.1763859
-52.1661165,-32.1763859
-52.1636167,-32.1786497
-52.1571016,-32.1878948
-52.1571016,-32.1878948
-52.1571016,-32.1878948
-52.1571016,-32.1878948
-52.1551893,-32.1863665
-52.1550306,-32.186508
-52.1550306,-32.186508
-52.1567095,-32.1882192
-52.1567095,-32.1882192
-52.1598693,-32.1900333
-52.1640348,-32.1933314
-52.1640348,-32.1933314
-52.1640348,-32.1933314
-52.1640348,-32.1933314
-52.106675,-32.0343244
-52.1070806,-32.0336174
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1061035,-32.0353133
-52.1025766,-32.0398804
-52.1023329,-32.040296
